text,sentiment
pan cakes everyone raving taste like sugary disaster tailored palate six year old,0
poor batter meat ratio made chicken tenders unsatisfying,0
summary largely disappointing dining experience,0
never hard rock casino never ever step forward,0
say bye bye tip lady,0
never go,0
good,0
real sushi lovers let honest yama good,0
least passed us ordering food arriving busy,0
pretty gross,0
better atmosphere,0
kind hard mess steak,0
although much liked look sound place actual experience bit disappointing,0
know place managed served blandest food ever eaten preparing indian cuisine,0
worst service boot least worries,0
host staff lack better word bitches,0
bland liking place number reasons want waste time bad leave,0
would return,0
place way overpriced mediocre food,0
management rude,0
extremely rude really many restaurants would love dine weekend vegas,0
,0
waiter helpful friendly rarely checked us,0
husband ate lunch disappointed food service,0
red curry much bamboo shoots tasty,0
menu always changing food quality going service extremely slow,0
service little slow considering served people servers food coming slow pace,0
give thumbs,0
watched waiter pay lot attention tables ignore us,0
waited forty five minutes vain,0
crostini came salad stale,0
unfortunately must hit bakery leftover day everything ordered stale,0
came back today since relocated still impressed,0
avoid cost,0
go looking good food,0
never treated bad,0
also ordered spinach avocado salad ingredients sad dressing literally zero taste,0
perhaps caught night judging reviews inspired go back,0
service leaves lot desired,0
literally sat minutes one asking take order,0
burger absolutely flavor meat totally bland burger overcooked charcoal flavor,0
also decided send back waitress looked like verge heart attack,0
dressed treated rudely,0
probably dirt,0
food sucked expected sucked could imagined,0
order arrived one gyros missing,0
really sure joey voted best hot dog valley readers phoenix magazine,0
live music fridays totally blows,0
never insulted felt disrespected,0
warm beer help,0
lived since first last time stepped foot place,0
worst experience ever,0
must night place,0
bug never showed would given sure side wall bug climbing kitchen,0
minutes waiting salad realized coming time soon,0
wo go back,0
soggy good,0
small worth price,0
shower area outside rinse take full shower unless mind nude everyone see,0
service bit lacking,0
lobster bisque bussell sprouts risotto filet needed salt course none tables,0
hopefully bodes going business someone cook come,0
either cold enough flavor bad,0
mains also uninspired,0
food bad enough enjoy dealing world drunk people,0
ordered double cheeseburger got single patty falling apart picture uploaded yeah still sucks,0
possible give zero stars,0
descriptions said yum yum sauce another said eel sauce yet another said spicy mayo well none rolls sauces,0
rolled eyes may stayed sure go back try,0
horrible waste time money,0
time side restaurant almost empty excuse,0
busy either also building freezing cold,0
like reviewer said could pay eat place,0
took close minutes come one point,0
based service received effort show gratitude business wo going back,0
nothing privileged,0
overall think would take parents place made similar complaints silently felt,0
well would given godfathers zero stars possible,0
tough short flavor,0
bars vegas ever recall charged tap water,0
service par either,0
self proclaimed coffee cafe wildly disappointed,0
better dedicated boba tea spots even jenni pho,0
think,0
mac salad pretty bland getting,0
service stinks,0
waited waited,0
place quality sushi quality restaurant,0
things went wrong burned saganaki,0
waited hour breakfast could done times better home,0
hate disagree fellow yelpers husband disappointed place,0
waited hours never got either pizzas many around us came later,0
know slow,0
live neighborhood disappointed wo back convenient location,0
go gave star rating please know third time eating bachi burger writing review,0
never dining place,0
please stay away shrimp stir fried noodles,0
potato chip order sad could probably count many chips box probably around,0
food really boring,0
greedy corporation never see another dime,0
never ever go back,0
much like go back ca get passed atrocious service never return,0
ordered toasted english muffin came untoasted,0
never going back,0
bus boy hand rude,0
point friends basically figured place joke mind making publicly loudly known,0
downside service,0
also fries without doubt worst fries ever,0
go far many places never seen restaurant serves egg breakfast especially,0
mom got home immediately got sick bites salad,0
servers pleasant deal always honor pizza hut coupons,0
everything gross,0
first bathrooms location seat covers replenished plain yucky,0
burger got gold standard burger kind disappointed,0
nothing authentic place,0
spaghetti nothing special whatsoever,0
selection probably worst seen vegas none,0
sat another ten minutes finally gave left,0
terrible,0
take min pancakes eggs,0
sadly gordon ramsey steak place shall sharply avoid next trip vegas,0
buffet small food offered bland,0
definitely turn doubt back unless someone else buying,0
find wasting food despicable food,0
wife lobster bisque soup lukewarm,0
left stomach ache felt sick rest day,0
dropped ball,0
beans rice mediocre best,0
took back money got outta,0
rude inconsiderate management,0
staff friendly wait times served horrible one even says hi first minutes,0
wo back,0
food terrible,0
never ever go back told many people happened,0
recommend unless car breaks front starving,0
place deserves one star food,0
disgrace,0
probably one people ever go ians like,0
one simply disappointment,0
overall disappointed quality food bouchon,0
accountant know getting screwed,0
left frustrated,0
total waste time,0
service give stars,0
take little bad service food sucks,0
gave trying eat crust teeth still sore,0
completely grossed,0
ground right next table large smeared pile green bird poop,0
furthermore ca even find hours operation website,0
tried like place times think done,0
mistake,0
waiter jerk,0
strike wants rushed,0
never come,0
ordered appetizer took minutes pizza another minutes,0
huge awkward piece cow gristle fat,0
take business dinner dollars elsewhere,0
nothing special,0
back,0
sauce tasteless,0
think going back anytime soon,0
far sushi connoisseur definitely tell difference good food bad food certainly bad food,0
insulted,0
last times lunch bad,0
chicken wings contained driest chicken meat ever eaten,0
definitely worth paid,0
manager worst,0
think running back carly anytime soon food,0
due fact took minutes acknowledged another minutes get food kept forgetting things,0
one note ventilation could use upgrading,0
waste time,0
total letdown would much rather go camelback flower shop cartel coffee,0
third cheese friend burger cold,0
asked bill leave without eating bring either,0
seafood limited boiled shrimp crab legs crab legs definitely taste fresh,0
selection food best,0
dont think back long time,0
attached gas station rarely good sign,0
worse humiliated worker right front horrible name callings,0
tragedy struck,0
rather eat airline food seriously,0
would recommend place,0
overall impressed noca,0
gyro basically lettuce,0
terrible service,0
thoroughly disappointed,0
drive get,0
anyway think go back,0
greasy unhealthy meal,0
first time might last,0
similarly delivery man say word apology food minutes late,0
way expensive,0
terrible management,0
zero stars would give zero stars,0
worst martini ever,0
waited thirty minutes seated although vacant tables folks waiting,0
wo try going back even empty,0
going eat potato found strangers hair,0
even hello right,0
desserts bit strange,0
guess maybe went night disgraceful,0
however recent experience particular location good,0
know like restaurants something,0
avoid establishment,0
think restaurant suffers trying hard enough,0
salad bland vinegrette baby greens hearts palm,0
two felt disgusting,0
never go back place never ever recommended place anyone,0
servers went back forth several times even much helped,0
hour seriously,0
consider theft,0
eew location needs complete overhaul,0
recently witnessed poor quality management towards guests well,0
waited waited waited,0
pizza tasted old super chewy good way,0
swung give try deeply disappointed,0
boy sucker dry,0
rated,0
look authentic thai food go else,0
pulled car waited another minutes acknowledged,0
hate things much cheap quality black olives,0
kids play area nasty,0
extremely crumby pretty tasteless,0
pale color instead nice char flavor,0
got home see driest damn wings ever,0
good money,0
got sitting fairly fast ended waiting minutes place order another minutes food arrived,0
wanted leave,0
eating,0
owners really really need quit soooooo cheap let wrap freaking sandwich two papers one,0
checked place couple years ago impressed,0
chicken got definitely reheated ok wedges cold soggy,0
sorry getting food anytime soon,0
friend like bloody mary,0
despite hard rate businesses actually rare give star,0
return,0
chicken pho tasted bland,0
disappointing,0
drive thru means want wait around half hour food somehow end going make us wait wait,0
best luck rude service focused new management,0
grandmother make roasted chicken better one,0
asked multiple times wine list time ignored went hostess got one,0
evening drastically sick,0
ordered burger rare came done,0
tried go lunch madhouse,0
waiting hour seated greatest moods,0
eating,0
maybe cold would somewhat edible,0
place lot promise fails deliver,0
bad experience,0
mistake,0
food average best,0
wo going back anytime soon,0
disappointed ordered big bay plater,0
much flavor poorly constructed,0
fried rice dry well,0
google mediocre imagine smashburger pop,0
dont go,0
sushi lover avoid place means,0
plantains worst ever tasted,0
service slow attentive,0
staff spends time talking,0
total brunch fail,0
probably wo back honest,0
went lunch service slow,0
much say place walked expected amazing quickly disappointed,0
mortified,0
needless say never back,0
anyways food definitely filling price pay expect,0
chips came dripping grease mostly edible,0
really impressed strip steak,0
work hospitality industry paradise valley refrained recommending cibo longer,0
would recommend others,0
mean really get famous fish chips terrible,0
thing,0
reading please go,0
tonight elk filet special sucked,0
ordered old classics new dishes going times sorely disappointed everything,0
fly apple fly,0
food barely lukewarm must sitting waiting server bring us,0
ryan bar definitely one edinburgh establishment wo revisiting,0
probably never coming back would recommend,0
friend pasta also bad barely touched,0
way fried,0
sure long stood long enough begin feel awkwardly place,0
opened sandwich impressed good way,0
back,0
watched prices inflate portions get smaller management attitudes grow rapidly,0
main thing enjoy crowd older crowd around mid,0
wait minutes get drink longer get arepas,0
service poor thats nice,0
place clean food oh stale,0
chicken dishes ok beef like shoe leather,0
service beyond bad,0
tasted like dirt,0
sashimi poor quality soggy tasteless,0
food tasty say real traditional hunan style,0
bother slow service,0
frozen margaritas way sugary taste,0
nutshell restaraunt smells like combination dirty fish market sewer,0
girlfriend veal bad,0
unfortunately good,0
bland flavorless good way describing barely tepid meat,0
chains fan beat place easily,0
coming back,0
food arrives meh,0
paying hot dog fries looks like came kid meal wienerschnitzel idea good meal,0
brother law works mall ate day guess sick night,0
mediocre food,0
super pissd,0
sad little vegetables overcooked,0
high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat,0
single employee came see ok even needed water refill finally served us food,0
server negligent needs made us feel unwelcome would suggest place,0
service terrible though,0
place overpriced consistent boba really overpriced,0
packed,0
food terrible,0
kept getting worse worse officially done,0
place honestly blown,0
definitely would eat,0
waste money,0
awful service,0
wo ever go,0
food quality horrible,0
price think place would much rather gone,0
service fair best,0
love sushi found kabuki,0
favor stay away dish,0
poor service,0
one table thought food average worth wait,0
paid bill tip felt server terrible job,0
never bland food surprised considering article read focused much spices flavor,0
food way overpriced portions fucking small,0
bucks head really expect better food,0
wo back,0
could believe dirty oysters,0
place deserves stars,0
would recommend place,0
disbelief dish qualified worst version foods ever tasted,0
bad day low tolerance rude customer service people job nice polite wash dishes otherwise,0
probably would go,0
wife hated meal coconut shrimp friends really enjoy meals either,0
fella got huevos rancheros look appealing,0
probably wo coming back,0
worst,0
hot dishes hot cold dishes close room watched staff prepare food bare hands deep fried oil,0
feel dining room college cooking course high class dining service slow best,0
started review two stars editing give one,0
worst sushi ever eat besides costco,0
weird vibe owners,0
hardly meat,0
better bagels grocery store,0
burgers good pizza used amazing doughy flavorless,0
found six inch long piece wire salsa,0
service terrible food mediocre,0
ordered albondigas soup warm tasted like tomato soup frozen meatballs,0
three different occasions asked well done medium well three times got bloodiest piece meat plate,0
two bites refused eat anymore,0
service extremely slow,0
minutes wait got table,0
allergy warnings menu waitress absolutely clue meals contain peanuts,0
pricing bit concern mellow mushroom,0
worst thai ever,0
highly unprofessional rude loyal patron,0
spend money elsewhere,0
buffet bellagio far anticipated,0
drinks weak people,0
order correct,0
also feel like chips bought made house,0
disappointing dinner went elsewhere dessert,0
wo returning,0
seriously believe owner many unexperienced employees running around like chickens heads cut,0
sad,0
felt insulted disrespected could talk judge another human like,0
call steakhouse ca properly cook steak understand,0
impressed concept food,0
thing crazy guacamole like puréed,0
really nothing postinos hope experience better,0
got food poisoning buffet,0
brought fresh batch fries thinking yay something warm,0
hilarious yummy christmas eve dinner remember biggest fail entire trip us,0
needless say wo going back anytime soon,0
place disgusting,0
ri style calamari joke,0
however much garlic fondue barely edible,0
could barely stomach meal complain business lunch,0
bad lost heart finish,0
also took forever bring us check asked,0
ones make scene restaurants get definitely lost love one,0
disappointing experience,0
food par denny say good,0
want wait mediocre food downright terrible service place,0
waaaaaayyyyyyyyyy rated saying,0
wo going back,0
place fairly clean food simply worth,0
place lacked style,0
sangria half glass wine full ridiculous,0
bother coming,0
meat pretty dry sliced brisket pulled pork,0
building seems pretty neat bathroom pretty trippy would eat,0
equally awful,0
probably hurry go back,0
slow seating even reservation,0
good stretch imagination,0
cashew cream sauce bland vegetables undercooked,0
chipolte ranch dipping sause tasteless seemed thin watered heat,0
bit sweet really spicy enough lacked flavor,0
disappointed,0
place horrible way overpriced,0
maybe vegetarian fare twice thought average best,0
busy know,0
tables outside also dirty lot time workers always friendly helpful menu,0
ambiance feel like buffet setting douchey indoor garden tea biscuits,0
con spotty service,0
fries hot neither burger,0
came back cold,0
food came disappointment ensued,0
real disappointment waiter,0
husband said rude even apologize bad food anything,0
reason eat would fill night binge drinking get carbs stomach,0
insults profound deuchebaggery go outside smoke break serving solidify,0
someone orders two tacos think may part customer service ask combo ala cart,0
quite disappointed although blame needs placed door,0
rave reviews could wait eat disappointment,0
del taco pretty nasty avoided possible,0
hard make decent hamburger,0
like,0
hell go back,0
gotten much better service pizza place next door services received restaurant,0
know big deal place wo back,0
immediately said wanted talk manager want talk guy shots fireball behind bar,0
ambiance much better,0
unfortunately set us disapppointment entrees,0
food good,0
servers suck wait correction server heimer sucked,0
happened next pretty putting,0
bad cause know family owned really wanted like place,0
overpriced getting,0
vomited bathroom mid lunch,0
kept looking time soon become minutes yet still food,0
places eat circumstances would ever return tops list,0
started tuna sashimi brownish color obviously fresh,0
food average,0
sure beat nachos movies would expect little bit coming restaurant,0
ha long bay bit flop,0
problem charge sandwich bigger subway sub offers better amount vegetables,0
unwrapped live mile brushfire literally ice cold,0
lacked flavor seemed undercooked dry,0
really impressive place closed,0
would avoid place staying mirage,0
refried beans came meal dried crusty food bland,0
spend money time place else,0
lady table next us found live green caterpillar salad,0
presentation food awful,0
ca tell disappointed,0
think food flavor texture lacking,0
appetite instantly gone,0
overall impressed would go back,0
whole experience underwhelming think go ninja sushi next time,0
wasted enough life poured salt wound drawing time took bring check,0
good case excellent value,1
great jawbone,1
mic great,1
razr owner must,1
sound quality great,1
impressed going original battery extended battery,1
good quality though,1
highly recommend one blue tooth phone,1
far good,1
works great,1
bought use kindle fire absolutely loved,1
yet run new battery two bars three days without charging,1
great pocket pc phone combination,1
owned phone months say best mobile phone,1
product ideal people like whose ears sensitive,1
car charger well ac charger included make sure never run recommended,1
kept well,1
case great works fine,1
great camera thats pics nice clear great picture quality,1
nice headset priced right,1
excellent bluetooth headset,1
features want,1
case seems well made,1
good protection make phone bulky,1
usable keyboard actually turns pda useful machine instead neat gadget,1
phone pretty sturdy never large problems,1
love thing,1
everything fine reasonable price,1
even dropped phone stream submerged seconds still works great,1
happy complaints one regarding sound quality end,1
really recommend faceplates since looks nice elegant cool,1
headphones great find think perhaps best purchase made last several years seriously,1
feels comfortable headsets wear glasses gets way sometimes,1
great ipods,1
device great several,1
great choice,1
nice docking station home work,1
beautiful phone,1
love product,1
great little item,1
love phone handy lot features,1
wear everyday holds well,1
well packaged arrived time works intended,1
headsets easy use everyone loves,1
phone works great,1
product excellent works better verizon one boy cheaper,1
phone loads super,1
made sturdy,1
worked great,1
order,1
best found far tried bluetooths one best quality listener well ease using,1
integrated seamlessly motorola razr phone,1
definitely bargain,1
price good free shipping good purchase,1
pros camera nice pictures also cool styles like black white,1
love bluetooth headset great reception good ear piece comfortable fit,1
sound quality end excellent use headset call wife ask wife use headset call,1
phone slim light display beautiful,1
little geeky think thats sex toast rocks oozes sex right battery embedded sleek stylish leather case,1
great product fast shipping,1
absolutely great,1
keyboard nice compromise full qwerty basic cell phone number keypad,1
comfortable ear,1
winner us,1
setup could simpler,1
tried several different earpieces cell phone jabra one first one found fits ear comfortably,1
iam pleased purchase,1
gets job done,1
great audio,1
bluetooth weeks really like,1
small even realize getting used,1
accompanied software almost brilliant,1
headset works great packaged nicely avoid damage,1
definitly recommend,1
good stuff price,1
headset works,1
voice recognition tremendous,1
got phone reccomendation relative glad,1
absolutely problem headset linking blackberry curve,1
know sounds funny seemed like sketchy technology would work one works great,1
phone fast sending kind messages web browsing significantly faster previous phones used,1
nice quality build unlike cheap,1
item fantastic works perfectly,1
love colors,1
superb,1
great charger,1
works like charm work one got phone,1
great value,1
look sharp screen nice clear great graphics,1
excellent service,1
igo chargers tips really great,1
file browser offers options one great,1
superb phone great network,1
connected wife bluetooth motorola phone worked like charm whether phone pocket case,1
sound quality good functionality awesome,1
incredible,1
great phone,1
ring good phone,1
lately extremely nice helpful phone,1
light weight hardly notice,1
love thin,1
color even prettier thought would graphics incredibly sharp,1
think good investment,1
best electronics available fm transmitters,1
great headset impressed,1
mega pixel camera part phone reasonably,1
nearly years worked great,1
good transmit audio,1
great price also,1
range decent able roam around house phone living room quality issues,1
fast service,1
would highly recommend,1
would recommend,1
still infatuated phone,1
simple lightweight great fit,1
certainly comfortable functionality decent,1
usually like headbands one lightweight mess hair,1
great sound service,1
really pleased product far,1
one favorite purchases ever,1
best bluetooth market,1
authentic leather nice shine comfort recommend case,1
excited get headset thought really cute,1
worth every penny,1
excellent wallet type phone case,1
nice headphones price work great,1
comfortable wear well probably important aspect using case,1
fits like glove strong secure durable,1
gosh best phone ever,1
attractive appears good quality,1
love features form factor,1
great earpiece,1
excellent hands free tool,1
great using home stereo,1
good product incredible value,1
month worked flawlessly far,1
works great,1
battery life real good,1
great item,1
love headset,1
worked perfectly,1
gave stars sound quality,1
reversible plug works great,1
good phone,1
best rotating feature helpful,1
comfort whole family,1
good product good seller,1
love bluetooth,1
impressed headset plantronics,1
got small adorable,1
great phone,1
item great installed let charged overnite working good every since problems,1
great phone,1
excellent phone,1
voice recognition thru handset excellent,1
hands best phone ever,1
works great cat attacked phone scratched protective strip instead destroying screen,1
one works priced right,1
know made wise decision,1
someone shouldve invented sooner,1
good price,1
everything worked first device certainly engineered clever way construction feels good,1
received quickly works great,1
working great,1
good battery got really fast,1
also slim enough fit alarm clock docking station without removing case,1
phone holds charge like new,1
gotten lot compliments,1
definitely must state allow cell phone usage driving,1
love device,1
also happy price,1
able voice dialing car problem,1
good item low price,1
comfortable,1
battery working well replacement original came phone years ago,1
reception excellent,1
fits comfortably either ear sound clear loud charge lasts couple days,1
clear quality sound mess sound ipod since sound buttons headset,1
excellent sound quality,1
new battery works great phone,1
dropped phone times say even concrete phone still great knock wood,1
good audio quality,1
little device transformed organizational capability made life whole lot easier,1
works like works advertised,1
comfortable nice range good battery life,1
microphone also works well according people called applifies everything,1
nice design quality,1
light easy use clear reception transmission,1
definitely good,1
awesome device,1
ordered motorola data cable got well finished working product,1
love phone,1
looking headset long time got could happier,1
display excellent camera good year,1
battery life also great,1
protects phone sides,1
clear skype calls long battery life long range,1
great hands free device,1
even take self portraits outside exterior display cool,1
trying many many handsfree gadgets one finally works well,1
magical help,1
best phone market,1
worked well,1
company shipped product promptly works well,1
exactly wanted,1
great deal,1
excellent product satisfied purchase,1
highly recommend encourage people give try,1
better expect,1
great product price,1
sounds good reasonably priced effective simple,1
prompt service,1
excellent product price,1
pleased headset,1
especially love long battery life,1
works great,1
plantronics bluetooth excelent buy,1
highly recommend device everyone,1
jawbone era awesome,1
used several phone two years one best,1
awesome new look fall,1
price good,1
using iriver spinn case fits fine,1
overall psyched phone appointments contacts gets great reception,1
every thing phone work perfectly like,1
really easy,1
sanyo survived dozens drops blacktop without ill effect,1
fantastic earphones,1
finds cell phone right away enter car,1
highly recommend modest priced cellular phone,1
get better reception clarity phone,1
awsome device works great,1
restored phone like new performance,1
would recommend purchasing jabra series works flawlessly moto q go figure,1
searched internet found one best value,1
happy product,1
screen size big key pad lit well enough camera quality excellent camera phone,1
glad found product amazon hard find high priced,1
portable works,1
colleague get great little expensive performance great,1
timely shipment quality product,1
nice solid keyboard,1
well made fits surefire perfectly,1
would recommend others,1
battery works great,1
looks great strong,1
tmobile service years pretty happy,1
great software motorolas,1
delivery time,1
easy use,1
holds charge long time reasonably comfortable conditions quality sound tremendous,1
keyboard really worthwhile usefulness sturdy enough expect problems,1
charging overnight batteries work great,1
wo regret,1
love phone,1
pda rocks,1
super charged use small hybrid excels roles,1
would definitely recommend jabra looking comfort clarity great price,1
verizon years ago really liked service,1
works described,1
well im satisfied,1
bose noise cancelling amazing important nyc commuter,1
battery excellent bargain,1
wear glasses fits fine,1
great problems,1
frog phone charm adorable eye catching,1
sound clear people talk amazed quality,1
got aluminum case new palm vx worked really well protected handheld perfectly far,1
good product well made,1
mobile phone tools must,1
impressed job motorola sturdiness phone,1
received orders well within shipping timeframe everything good working order overall excited source,1
phone sturdy waterproof,1
thanks amazon things need good price,1
ended sliding edge pants back pockets instead,1
go store bought new nokia phone working great,1
works great,1
noise shield incrediable,1
razr battery good buy,1
keep good work amazon,1
great case price,1
bluetooth range good days ago left phone trunk got call carried conversation without hitch,1
small sleek impressive looking practical setup ample storage place,1
eargels channel sound directly ear seem increase sound volume clarity,1
glad purchased,1
shifting bubbling peeling even scratch nothing could happier new one droid,1
jabra earset happy sound quality especially outgoing better,1
love camera really pretty good quality,1
thank great service,1
total package,1
seller understanding patient would definitely buy,1
great product price,1
purchased family friends enjoy clarity ease use,1
virgin wireless rocks cheap little phone,1
quite satisfied purchase,1
great new packaged nice works good problems came less time expected,1
great product,1
fixes problems,1
happy,1
trouble accessing internet downloading ringtones performing functions,1
everything description said would,1
works great car charger especially plug two adapters time,1
plays louder speaker size price low would think quality lacking however,1
better expected,1
battery holding well,1
linked phone without effort,1
cool,1
easy use,1
better new,1
pretty good product,1
great phone,1
price amazon excellent product would highly recommend,1
research development division obviously knows,1
phones working fine,1
happy product,1
overall would recommend phone new walkman,1
fits ear well comfortable,1
clipping belt deffinitely make feel like cent,1
like design look jabra behing ear headsets pretty comfortible wear hours day without pain ear,1
amazed quick arrival two original lg cell phone batteries fraction price,1
worked well paired treo skype headset pc using usb bluetooth transceiver,1
great product sure beats using fingers,1
cases tried normally fall apart months one seems long haul,1
recommend igo anyone different brand cell players family,1
posted detailed comments grey black phone fire red great color,1
problem item would order needed,1
software great job could also make ringtones form existing cds without internet connection,1
im surprised good quality car charger much reviews,1
fabulous,1
used bitpim free program find internet transfer data price cable excellent,1
,1
last forever overly expensive operate sound much better others tried,1
phone sturdy nokia bar phones,1
great phone,1
pleased,1
found product easy set use,1
ear loop needed tiny sound great,1
handsfree part works fine car tries download address book treo still rate device high,1
happy good quality low price,1
love look feel samsung flipphones,1
sharp blue nice color,1
everything,1
nice sound,1
much less jawbone going replace,1
setup went smoothly,1
well made easy access phone handy detachable belt clip,1
works fine motorola cellphone lot better battery,1
volume ringer real good choices loud,1
love ringtones upbeat,1
easy pair samsung cell,1
works well,1
clear crisp sound,1
use smallest earpieces provided stays pretty well,1
phone also take great pictures even video clips,1
ears occupied background distracting,1
comfortable fit need headset comfortable least hour time entire day,1
ca beat price,1
comes strong light use light camera shots even flash sos signals seriously,1
lightweight works well,1
love cable allows connect device pc,1
cool cases open allowing screen get scratched,1
appears actually outperform original battery china came,1
jabra ear gels r best,1
quit working used months purchased another one best headset ever owned,1
great phone,1
good value works fine power via usb car wall outlet,1
phone slide around car grip prevents phone slipping hand,1
simply best bluetooth headset sound quality,1
span hour two people exclaim whoa new phone tv,1
always used corded headsets freedom wireless helpful,1
case passed one year mark shows signs wear functional,1
leather nice soft fit tight cut face good shape,1
everything need could ask,1
product great makes working lot easier go copier waiting hold something,1
best customer service anywhere,1
arrived quickly much less expensive others sold,1
provides good protection looks classy,1
krussel always good,1
tracfonewebsite user friendly makes easy toactivate etc,1
design,1
great reception time,1
would highly recommend product,1
fantastic buy get whatever next phone,1
blueant supertooth phone speaker awesome,1
item arrived quickly works great metro pcs samsung slider phone sony premium sound ear plugs,1
light plenty battery capacity confortable wear somewhat extended periods time,1
blue ant easy use,1
cheap hey pleasantly suprised given low cost item,1
convenient simple use gets job done makes car ride much smoother,1
sound quality excellent well,1
best headset used,1
around years carries highest quality screen protector found date,1
wanted,1
great product,1
crisp clear,1
reception generally good,1
excellent sound battery life inconspicuous boot,1
great bluetooth,1
highly recommend case,1
worthwhile,1
great deal,1
simple use like,1
great tool entertainment communication data sure use activesync optimal data synchronization results,1
cases would order another,1
great phone,1
bought battery coupon amazon happy purchase,1
perfect,1
five star plus plus,1
good quality bought bought cheapy big lots sounded awful people end could hear,1
good works fine,1
price great deal,1
great price,1
yes shiny front side love,1
reception headset excellent,1
thumbs seller,1
verizon lg phone work well together good reception range exceeds feet line sight,1
works comfortable,1
battery quite long,1
jabra eargels fit ears well,1
product exactly described,1
gets signal verizon phones wo,1
would recommend,1
plan ordering,1
said phone camera nice many cool effects play video decent well,1
satisfied cell phone day one,1
keep getting better better third one numerous palms,1
shipping time also quick,1
good case,1
really good product,1
looks nice,1
excellent tool especially paired phone,1
read reviews problem,1
comfortable hand,1
works,1
far worked like charm,1
weeks far good,1
case best part download pictures laptop using ir even send pictures laptop phone,1
would recommend item,1
choice headset sound good volume good noise cancellation,1
nice case feels good hands,1
really far probably best bt headset ever,1
works fine,1
received headset good time happy,1
pleased see could replace well travled swivel holster blackberry flip,1
sister one also loves,1
good quality,1
excellent headset,1
excellent,1
seems completely secure holding belt keeping iphone inside,1
good thing fits comfortably small ears,1
pairing iphone could happier far,1
best headset ever,1
say plantronics maintains flawless connection cell static normal use,1
fits comfortably came three sizes earbud tips,1
excellent product price,1
quite comfortable ear,1
great phone,1
pairing two devices easy barely took couple minutes started making calls voice dialing feature,1
cutouts buttons placed perfectly,1
love able use one headset cell,1
despite flaws case exceptional quality well worth additional costs owning official oem product,1
hear driving car usually even put loudest setting,1
seller shipped quickly much cheaper competitors,1
good show samsung,1
bought saved alot money,1
leopard print wonderfully wild,1
works,1
much better hard plastic cases,1
happy far,1
cool phone,1
works good,1
motorola finally got voice quality bluetooth headset right,1
great would really recommend,1
get extra minutes carry call get cut,1
headset fulfills requirements happy purchase,1
logitech bluetooth headset,1
like fact rests lightly ear rather inside,1
lot websites rating good phone,1
tried cables computer ipod works fine,1
easy turn car volume controls quite accessable,1
mine year christmas bought rest family,1
otherwise easy install use clear sound,1
nice leather,1
joy use,1
satisifed,1
phone get bought say wow,1
reading specs alone makes say wow,1
love great armband,1
really like product motorola allot clearer ear piece mic,1
exchanged sony ericson pretty happy decision,1
impressed price cases,1
also makes easier hold,1
use product motor control center lot high voltage humming equipment works great,1
pretty easy,1
beautiful styling though,1
excellent product,1
best charger seen market yet,1
sweetest phone,1
oh charger seems work fine,1
fits securely ear hook even need used sound better directed ear canal,1
morrisons book second consecutive quarter sales growth,1
glencore refinance debt early shares rise,1
easyjet attracts passengers june still lags ryanair,1
bilfinger industrial services win bp contract extension,1
kingfisher set open another screwfix stores,1
insurers admiral blows hot cold aviva soars life merger,1
britain ftse lifted solid kingfisher,1
bp wins right appeal gulf spill damages claims,1
dixons carphone profit boost strong sales,1
johnson matthey profit lifted metals unit sale,1
drugmaker shire buy baxalta billion pursuit,1
philippines san miguel says partner kirin bids sabmiller,1
shire ceo steps drive get baxalta board talking,1
update sees better first half lower fuel bill,1
britain ftse advances royal mail rises,1
companiestesco sheds harris hoole coffee shops,1
news feedftse movers standard chartered lifted astrazeneca sinks,1
fitch citi reports much improved results,1
landlord hammerson nav rises increased leasing activity,1
companiesmetro bank raises ahead london listing,1
wpp revenue rises quick facts,1
barclays raises million pounds african business share sale,1
dividends unleashed royal bank scotland group plc,1
china cnpc unveil oil alliance sources,1
johnson matthey revs clean air drive,1
talktalk hires bae systems investigate cyber attack,1
companieslord livingston joins dixons carphone,1
tesco names deloitte new auditor accounting scandal,1
severn trent share price rises first half profit inches customer,1
clinigen chosen astrazeneca manage access programme next,1
glaxo viiv healthcare signs china manufacturing deal desano,1
royal dutch shell buy bg group nearly billion,1
bpi says caixabank isabel dos santos reach agreement angola exposure,1
retail giant kingfisher reports start year,1
fresnillo production surges profit hit lower prices,1
dbs julius baer emerge potential bidders barclays asia wealth unit,1
glencore sells agri unit stake billion canadian pension fund,1
tesco set sell kipa giraffe businesses sky news,1
united utilities fy profit boost capex,1
tesco sale asia biggest deal,1
industry newswolseley confident reslilience amid mixed markets,1
japan nikkei lands financial times billion deal,1
uk regulators license bat medicine,1
barclays help britain ftse climb higher,1
severn trent share price jumps canadian investor renews pursuit utility,1
claims start year,1
shares bae systems hit high rating upgrade,1
ge sell majority stake bank bph core bank alior bank,1
tesco sales recover focus returns core business,1
arm holdings plc partners international business machines drive,1
gsk joins china trade push uk trumpets healthcare deals,1
standard chartered shares jump since upgrades,1
astrazeneca us anaesthetic deal,1
itv share price jumps report comcast nbcuniversal bidding takeover,1
tesco says recovery plan working profit collapse,1
kinder morgan bp form joint venture limited liability company purchase,1
warren buffett berkshire hathaway buys stake apple,1
sunday papers shire told raise offer baxalta investors,1
britain ftse bounces back mondi barratt lead,1
update barclays win dismissal us trading case,1
